[0.7996342494643877  0.0973164478831683  0.10304930265244411]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.799218458655302   0.09990230733191276 0.10087923401278526]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000004726398353  0.10000212687925891 0.09999976368008234]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7999941394334834  0.10000659313733122 0.10000659313733122]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001951850854269  0.09990240745728658 0.09990240745728658]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001942402564542  0.09990287987177289 0.09990287987177289]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.799998750871687   0.10000140526935214 0.10000140526935214]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992189261352699  0.09990236576690874 0.10087870809782148]
[0.8 0.1 0.1]
[0.8001942911497871  0.09990285442510645 0.09990285442510645]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7999977944551447  0.10000248123796222 0.10000248123796222]
[0.8 0.1 0.1]
[0.7992187318290317  0.09990234147862896 0.1008789266923394 ]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992191072072597  0.09990238840090747 0.10087850439183282]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001934825389245  0.09990325873053776 0.09990325873053776]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000001965154031  0.10000088431931384 0.09999990174229847]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992197920114091  0.09990247400142614 0.10087773398716479]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000551303293169  0.10024808648192561 0.0999724348353416 ]
[0.8 0.1 0.1]
[0.7992187903519682  0.09990234879399602 0.10087886085403584]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001854120553074  0.09990729397234636 0.09990729397234636]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7999946612360169  0.10000600610948096 0.10000600610948096]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7999977276142258  0.10000255643399598 0.10000255643399598]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001944169453395  0.09990279152733025 0.09990279152733025]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000002010667752  0.09999989946661245 0.10000090480048802]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992188225880463  0.09990235282350579 0.10087882458844799]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001951586883397 0.0999024206558302 0.0999024206558302]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000001202178427  0.10000054098029199 0.09999993989107868]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001982273762734 0.0999008863118633 0.0999008863118633]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
